Area,Year,average_rain_fall_mm_per_year,avg_temp,Decade,Date
Qatar,2000,148,28.06,2000s,2000-01-01 00:00:00
Qatar,2001,77,28.36,2000s,2001-01-01 00:00:00
Qatar,2002,135,28.25,2000s,2002-01-01 00:00:00
Qatar,2004,91,28.2,2000s,2004-01-01 00:00:00
Qatar,2005,144,28.09,2000s,2005-01-01 00:00:00
Qatar,2006,127,28.12,2000s,2006-01-01 00:00:00
Qatar,2007,111,28.23,2000s,2007-01-01 00:00:00
Qatar,2008,105,27.92,2000s,2008-01-01 00:00:00
Qatar,2009,147,28.17,2000s,2009-01-01 00:00:00
Qatar,2010,104,28.93,2010s,2010-01-01 00:00:00
Qatar,2011,136,28.23,2010s,2011-01-01 00:00:00
Qatar,2012,86,28.54,2010s,2012-01-01 00:00:00
Qatar,2013,130,28.68,2010s,2013-01-01 00:00:00
Romania,1990,637,12.26,1990s,1990-01-01 00:00:00
Romania,1991,643,10.55,1990s,1991-01-01 00:00:00
Romania,1992,674,11.55,1990s,1992-01-01 00:00:00
Romania,1993,662,10.78,1990s,1993-01-01 00:00:00
Romania,1994,684,12.7,1990s,1994-01-01 00:00:00
Romania,1995,664,11.21,1990s,1995-01-01 00:00:00
Romania,1996,658,10.71,1990s,1996-01-01 00:00:00
Romania,1997,682,10.46,1990s,1997-01-01 00:00:00
Romania,1998,653,11.37,1990s,1998-01-01 00:00:00
Romania,1999,709,12.34,1990s,1999-01-01 00:00:00
Romania,2000,705,12.44,2000s,2000-01-01 00:00:00
Romania,2001,667,11.9,2000s,2001-01-01 00:00:00
Romania,2002,712,12.24,2000s,2002-01-01 00:00:00
Romania,2004,691,11.63,2000s,2004-01-01 00:00:00
Romania,2005,642,11.25,2000s,2005-01-01 00:00:00
Romania,2006,649,11.63,2000s,2006-01-01 00:00:00
Romania,2007,670,12.99,2000s,2007-01-01 00:00:00
Romania,2008,674,12.5,2000s,2008-01-01 00:00:00
Romania,2009,660,12.47,2000s,2009-01-01 00:00:00
Romania,2010,706,11.94,2010s,2010-01-01 00:00:00
Romania,2011,642,11.26,2010s,2011-01-01 00:00:00
Romania,2012,689,12.33,2010s,2012-01-01 00:00:00
Romania,2013,699,13.94,2010s,2013-01-01 00:00:00
Rwanda,1990,1212,19.39,1990s,1990-01-01 00:00:00
Rwanda,1991,1212,19.22,1990s,1991-01-01 00:00:00
Rwanda,1992,1242,19.54,1990s,1992-01-01 00:00:00
Rwanda,1993,1285,19.53,1990s,1993-01-01 00:00:00
Rwanda,1994,1228,19.55,1990s,1994-01-01 00:00:00
Rwanda,1995,1254,19.81,1990s,1995-01-01 00:00:00
Rwanda,1996,1212,19.31,1990s,1996-01-01 00:00:00
Rwanda,1997,1260,19.78,1990s,1997-01-01 00:00:00
Rwanda,1998,1213,19.79,1990s,1998-01-01 00:00:00
Rwanda,1999,1279,19.35,1990s,1999-01-01 00:00:00
Rwanda,2000,1212,19.59,2000s,2000-01-01 00:00:00
Rwanda,2001,1266,19.5,2000s,2001-01-01 00:00:00
Rwanda,2002,1240,19.77,2000s,2002-01-01 00:00:00
Rwanda,2004,1274,19.93,2000s,2004-01-01 00:00:00
Rwanda,2005,1270,20.29,2000s,2005-01-01 00:00:00
Rwanda,2006,1230,20.02,2000s,2006-01-01 00:00:00
Rwanda,2007,1218,19.6,2000s,2007-01-01 00:00:00
Rwanda,2008,1212,19.56,2000s,2008-01-01 00:00:00
Rwanda,2009,1269,19.84,2000s,2009-01-01 00:00:00
Rwanda,2010,1277,20.12,2010s,2010-01-01 00:00:00
Rwanda,2011,1227,19.59,2010s,2011-01-01 00:00:00
Rwanda,2012,1271,19.79,2010s,2012-01-01 00:00:00
Rwanda,2013,1218,19.93,2010s,2013-01-01 00:00:00
Saudi Arabia,1990,59,25.78,1990s,1990-01-01 00:00:00
Saudi Arabia,1991,122,25.68,1990s,1991-01-01 00:00:00
Saudi Arabia,1992,96,24.56,1990s,1992-01-01 00:00:00
Saudi Arabia,1993,107,25.66,1990s,1993-01-01 00:00:00
Saudi Arabia,1994,80,26.17,1990s,1994-01-01 00:00:00
Saudi Arabia,1995,120,25.98,1990s,1995-01-01 00:00:00
Saudi Arabia,1996,108,26.33,1990s,1996-01-01 00:00:00
Saudi Arabia,1997,69,25.68,1990s,1997-01-01 00:00:00
Saudi Arabia,1998,79,26.6,1990s,1998-01-01 00:00:00
Saudi Arabia,1999,72,26.84,1990s,1999-01-01 00:00:00
Saudi Arabia,2000,126,26.58,2000s,2000-01-01 00:00:00
Saudi Arabia,2001,61,26.64,2000s,2001-01-01 00:00:00
Saudi Arabia,2002,61,26.54,2000s,2002-01-01 00:00:00
Saudi Arabia,2004,65,26.36,2000s,2004-01-01 00:00:00
Saudi Arabia,2005,133,26.37,2000s,2005-01-01 00:00:00
Saudi Arabia,2006,114,26.33,2000s,2006-01-01 00:00:00
Saudi Arabia,2007,105,26.53,2000s,2007-01-01 00:00:00
Saudi Arabia,2008,90,26.42,2000s,2008-01-01 00:00:00
Saudi Arabia,2009,119,26.8,2000s,2009-01-01 00:00:00
Saudi Arabia,2010,69,27.34,2010s,2010-01-01 00:00:00
Saudi Arabia,2011,130,26.48,2010s,2011-01-01 00:00:00
Saudi Arabia,2012,63,26.92,2010s,2012-01-01 00:00:00
Saudi Arabia,2013,60,27.68,2010s,2013-01-01 00:00:00
Senegal,1990,686,25.13,1990s,1990-01-01 00:00:00
Senegal,1991,750,25,1990s,1991-01-01 00:00:00
Senegal,1992,738,25.09,1990s,1992-01-01 00:00:00
Senegal,1993,745,24.99,1990s,1993-01-01 00:00:00
Senegal,1994,731,24.94,1990s,1994-01-01 00:00:00
Senegal,1995,746,25.33,1990s,1995-01-01 00:00:00
Senegal,1996,702,25.49,1990s,1996-01-01 00:00:00
Senegal,1997,735,25.87,1990s,1997-01-01 00:00:00
Senegal,1998,731,26.03,1990s,1998-01-01 00:00:00
Senegal,1999,690,24.93,1990s,1999-01-01 00:00:00
Senegal,2000,727,25.26,2000s,2000-01-01 00:00:00
Senegal,2001,726,25.79,2000s,2001-01-01 00:00:00
Senegal,2002,723,25.4,2000s,2002-01-01 00:00:00
Senegal,2004,724,25.38,2000s,2004-01-01 00:00:00
Senegal,2005,709,25.78,2000s,2005-01-01 00:00:00
Senegal,2006,752,25.32,2000s,2006-01-01 00:00:00
Senegal,2007,705,25.34,2000s,2007-01-01 00:00:00
Senegal,2008,740,25.5,2000s,2008-01-01 00:00:00
Senegal,2009,755,25.01,2000s,2009-01-01 00:00:00
Senegal,2010,693,26.1,2010s,2010-01-01 00:00:00
Senegal,2011,724,25.41,2010s,2011-01-01 00:00:00
Senegal,2012,751,25.47,2010s,2012-01-01 00:00:00
Senegal,2013,743,24.7,2010s,2013-01-01 00:00:00
Slovenia,1992,1162,10.78,1990s,1992-01-01 00:00:00
Slovenia,1993,1188,10.19,1990s,1993-01-01 00:00:00
Slovenia,1994,1231,11.33,1990s,1994-01-01 00:00:00
Slovenia,1995,1188,10.14,1990s,1995-01-01 00:00:00
Slovenia,1996,1219,9.24,1990s,1996-01-01 00:00:00
Slovenia,1997,1216,10.18,1990s,1997-01-01 00:00:00
Slovenia,1998,1208,10.42,1990s,1998-01-01 00:00:00
Slovenia,1999,1174,10.51,1990s,1999-01-01 00:00:00
Slovenia,2000,1181,11.45,2000s,2000-01-01 00:00:00
Slovenia,2001,1182,10.74,2000s,2001-01-01 00:00:00
Slovenia,2002,1205,11.18,2000s,2002-01-01 00:00:00
Slovenia,2004,1181,10.06,2000s,2004-01-01 00:00:00
Slovenia,2005,1226,9.62,2000s,2005-01-01 00:00:00
Slovenia,2006,1179,10.56,2000s,2006-01-01 00:00:00
Slovenia,2007,1190,11.31,2000s,2007-01-01 00:00:00
Slovenia,2008,1178,11.09,2000s,2008-01-01 00:00:00
Slovenia,2009,1188,11.06,2000s,2009-01-01 00:00:00
Slovenia,2010,1223,10,2010s,2010-01-01 00:00:00
Slovenia,2011,1185,11.02,2010s,2011-01-01 00:00:00
Slovenia,2012,1209,11.12,2010s,2012-01-01 00:00:00
Slovenia,2013,1202,11.58,2010s,2013-01-01 00:00:00
South Africa,1990,495,17.65,1990s,1990-01-01 00:00:00
South Africa,1991,495,17.76,1990s,1991-01-01 00:00:00
South Africa,1992,555,18.61,1990s,1992-01-01 00:00:00
South Africa,1993,538,18.16,1990s,1993-01-01 00:00:00
South Africa,1994,532,17.33,1990s,1994-01-01 00:00:00
South Africa,1995,547,17.88,1990s,1995-01-01 00:00:00
South Africa,1996,544,17.36,1990s,1996-01-01 00:00:00
South Africa,1997,499,17.49,1990s,1997-01-01 00:00:00
South Africa,1998,506,18.22,1990s,1998-01-01 00:00:00
South Africa,1999,519,18.27,1990s,1999-01-01 00:00:00
South Africa,2000,506,17.32,2000s,2000-01-01 00:00:00
South Africa,2001,514,17.88,2000s,2001-01-01 00:00:00
South Africa,2002,554,18.03,2000s,2002-01-01 00:00:00
South Africa,2004,506,17.71,2000s,2004-01-01 00:00:00
South Africa,2005,535,18.37,2000s,2005-01-01 00:00:00
South Africa,2006,524,17.45,2000s,2006-01-01 00:00:00
South Africa,2007,542,17.96,2000s,2007-01-01 00:00:00
South Africa,2008,552,17.82,2000s,2008-01-01 00:00:00
South Africa,2009,561,17.57,2000s,2009-01-01 00:00:00
South Africa,2010,513,18.27,2010s,2010-01-01 00:00:00
South Africa,2011,529,17.61,2010s,2011-01-01 00:00:00
South Africa,2012,564,18.04,2010s,2012-01-01 00:00:00
South Africa,2013,501,17.32,2010s,2013-01-01 00:00:00
Spain,1990,636,15.78,1990s,1990-01-01 00:00:00
Spain,1991,682,14.96,1990s,1991-01-01 00:00:00
Spain,1992,701,14.96,1990s,1992-01-01 00:00:00
Spain,1993,636,14.6,1990s,1993-01-01 00:00:00
Spain,1994,664,15.88,1990s,1994-01-01 00:00:00
Spain,1995,651,15.99,1990s,1995-01-01 00:00:00
Spain,1996,694,15.23,1990s,1996-01-01 00:00:00
Spain,1997,654,16.16,1990s,1997-01-01 00:00:00
Spain,1998,680,15.67,1990s,1998-01-01 00:00:00
Spain,1999,676,15.55,1990s,1999-01-01 00:00:00
Spain,2000,656,15.61,2000s,2000-01-01 00:00:00
Spain,2001,694,15.81,2000s,2001-01-01 00:00:00
Spain,2002,692,15.73,2000s,2002-01-01 00:00:00
Spain,2004,697,15.57,2000s,2004-01-01 00:00:00
Spain,2005,681,15.31,2000s,2005-01-01 00:00:00
Spain,2006,674,16.28,2000s,2006-01-01 00:00:00
Spain,2007,686,15.51,2000s,2007-01-01 00:00:00
Spain,2008,660,15.35,2000s,2008-01-01 00:00:00
Spain,2009,656,16.01,2000s,2009-01-01 00:00:00
Spain,2010,673,15.12,2010s,2010-01-01 00:00:00
Spain,2011,659,16.39,2010s,2011-01-01 00:00:00
Spain,2012,695,15.83,2010s,2012-01-01 00:00:00
Spain,2013,710,15.71,2010s,2013-01-01 00:00:00
Sri Lanka,1990,1712,26.53,1990s,1990-01-01 00:00:00
Sri Lanka,1991,1752,26.53,1990s,1991-01-01 00:00:00
Sri Lanka,1992,1732,26.26,1990s,1992-01-01 00:00:00
Sri Lanka,1993,1713,26.37,1990s,1993-01-01 00:00:00
Sri Lanka,1994,1729,26.34,1990s,1994-01-01 00:00:00
Sri Lanka,1995,1718,26.59,1990s,1995-01-01 00:00:00
Sri Lanka,1996,1719,26.38,1990s,1996-01-01 00:00:00
Sri Lanka,1997,1774,26.66,1990s,1997-01-01 00:00:00
Sri Lanka,1998,1720,27.13,1990s,1998-01-01 00:00:00
Sri Lanka,1999,1757,26.32,1990s,1999-01-01 00:00:00
Sri Lanka,2000,1786,26.43,2000s,2000-01-01 00:00:00
Sri Lanka,2001,1781,26.63,2000s,2001-01-01 00:00:00
Sri Lanka,2002,1756,26.74,2000s,2002-01-01 00:00:00
Sri Lanka,2004,1731,26.64,2000s,2004-01-01 00:00:00
Sri Lanka,2005,1768,26.73,2000s,2005-01-01 00:00:00
Sri Lanka,2006,1713,26.56,2000s,2006-01-01 00:00:00
Sri Lanka,2007,1759,26.57,2000s,2007-01-01 00:00:00
Sri Lanka,2008,1756,26.42,2000s,2008-01-01 00:00:00
Sri Lanka,2009,1736,26.67,2000s,2009-01-01 00:00:00
Sri Lanka,2010,1756,26.83,2010s,2010-01-01 00:00:00
Sri Lanka,2011,1768,26.65,2010s,2011-01-01 00:00:00
Sri Lanka,2012,1719,26.88,2010s,2012-01-01 00:00:00
Sri Lanka,2013,1758,27.03,2010s,2013-01-01 00:00:00
Sudan,2012,1712,28.19,2010s,2012-01-01 00:00:00
Sudan,2013,1723,28.74,2010s,2013-01-01 00:00:00
Suriname,1990,2331,26.87,1990s,1990-01-01 00:00:00
Suriname,1991,2402,26.93,1990s,1991-01-01 00:00:00
Suriname,1992,2354,27.04,1990s,1992-01-01 00:00:00
Suriname,1993,2395,26.83,1990s,1993-01-01 00:00:00
Suriname,1994,2380,26.82,1990s,1994-01-01 00:00:00
Suriname,1995,2345,27.33,1990s,1995-01-01 00:00:00
Suriname,1996,2373,27.09,1990s,1996-01-01 00:00:00
Suriname,1997,2379,27.27,1990s,1997-01-01 00:00:00
Suriname,1998,2394,27.65,1990s,1998-01-01 00:00:00
Suriname,1999,2349,27.07,1990s,1999-01-01 00:00:00
Suriname,2000,2381,26.86,2000s,2000-01-01 00:00:00
Suriname,2001,2347,27.12,2000s,2001-01-01 00:00:00
Suriname,2002,2406,27.14,2000s,2002-01-01 00:00:00
Suriname,2004,2347,27.47,2000s,2004-01-01 00:00:00
Suriname,2005,2357,27.7,2000s,2005-01-01 00:00:00
Suriname,2006,2381,27.34,2000s,2006-01-01 00:00:00
Suriname,2007,2358,27.19,2000s,2007-01-01 00:00:00
Suriname,2008,2404,27.22,2000s,2008-01-01 00:00:00
Suriname,2009,2337,27.45,2000s,2009-01-01 00:00:00
Suriname,2010,2381,27.7,2010s,2010-01-01 00:00:00
Suriname,2011,2369,27.42,2010s,2011-01-01 00:00:00
Suriname,2012,2358,27.4,2010s,2012-01-01 00:00:00
Suriname,2013,2398,27.17,2010s,2013-01-01 00:00:00
Sweden,1990,624,8.43,1990s,1990-01-01 00:00:00
Sweden,1991,682,7.49,1990s,1991-01-01 00:00:00
Sweden,1992,624,7.94,1990s,1992-01-01 00:00:00
Sweden,1993,624,6.98,1990s,1993-01-01 00:00:00
Sweden,1994,671,7.23,1990s,1994-01-01 00:00:00
Sweden,1995,691,7.17,1990s,1995-01-01 00:00:00
Sweden,1996,637,6.15,1990s,1996-01-01 00:00:00
Sweden,1997,686,7.66,1990s,1997-01-01 00:00:00
Sweden,1998,694,6.89,1990s,1998-01-01 00:00:00
Sweden,1999,644,8.02,1990s,1999-01-01 00:00:00
Sweden,2000,631,8.42,2000s,2000-01-01 00:00:00
Sweden,2001,658,7.48,2000s,2001-01-01 00:00:00
Sweden,2002,633,7.96,2000s,2002-01-01 00:00:00
Sweden,2004,626,7.53,2000s,2004-01-01 00:00:00
Sweden,2005,651,7.72,2000s,2005-01-01 00:00:00
Sweden,2006,627,8.3,2000s,2006-01-01 00:00:00
Sweden,2007,645,8.16,2000s,2007-01-01 00:00:00
Sweden,2008,697,8.49,2000s,2008-01-01 00:00:00
Sweden,2009,630,7.54,2000s,2009-01-01 00:00:00
Sweden,2010,644,6.01,2010s,2010-01-01 00:00:00
Sweden,2011,647,8.18,2010s,2011-01-01 00:00:00
Sweden,2012,678,7.21,2010s,2012-01-01 00:00:00
Sweden,2013,633,7.1,2010s,2013-01-01 00:00:00
Switzerland,1990,1537,8.19,1990s,1990-01-01 00:00:00
Switzerland,1991,1581,7.24,1990s,1991-01-01 00:00:00
Switzerland,1992,1574,7.98,1990s,1992-01-01 00:00:00
Switzerland,1993,1589,7.48,1990s,1993-01-01 00:00:00
Switzerland,1994,1602,8.78,1990s,1994-01-01 00:00:00
Switzerland,1995,1552,7.65,1990s,1995-01-01 00:00:00
Switzerland,1996,1596,6.66,1990s,1996-01-01 00:00:00
Switzerland,1997,1609,7.96,1990s,1997-01-01 00:00:00
Switzerland,1998,1558,7.81,1990s,1998-01-01 00:00:00
Switzerland,1999,1542,7.76,1990s,1999-01-01 00:00:00
Switzerland,2000,1563,8.54,2000s,2000-01-01 00:00:00
Switzerland,2001,1563,7.82,2000s,2001-01-01 00:00:00
Switzerland,2002,1558,8.42,2000s,2002-01-01 00:00:00
Switzerland,2004,1578,7.67,2000s,2004-01-01 00:00:00
Switzerland,2005,1556,7.49,2000s,2005-01-01 00:00:00
Switzerland,2006,1563,8.19,2000s,2006-01-01 00:00:00
Switzerland,2007,1545,8.43,2000s,2007-01-01 00:00:00
Switzerland,2008,1589,7.98,2000s,2008-01-01 00:00:00
Switzerland,2009,1557,8.15,2000s,2009-01-01 00:00:00
Switzerland,2010,1604,7.06,2010s,2010-01-01 00:00:00
Switzerland,2011,1541,8.68,2010s,2011-01-01 00:00:00
Switzerland,2012,1549,7.96,2010s,2012-01-01 00:00:00
Switzerland,2013,1554,7.94,2010s,2013-01-01 00:00:00
Tajikistan,1992,691,7.9,1990s,1992-01-01 00:00:00
Tajikistan,1993,728,7.29,1990s,1993-01-01 00:00:00
Tajikistan,1994,701,8.01,1990s,1994-01-01 00:00:00
Tajikistan,1995,749,8.49,1990s,1995-01-01 00:00:00
Tajikistan,1996,762,7.55,1990s,1996-01-01 00:00:00
Tajikistan,1997,721,8.69,1990s,1997-01-01 00:00:00
Tajikistan,1998,725,8.34,1990s,1998-01-01 00:00:00
Tajikistan,1999,697,8.74,1990s,1999-01-01 00:00:00
Tajikistan,2000,762,8.78,2000s,2000-01-01 00:00:00
Tajikistan,2001,759,9.16,2000s,2001-01-01 00:00:00
Tajikistan,2002,708,8.63,2000s,2002-01-01 00:00:00
Tajikistan,2004,707,9.24,2000s,2004-01-01 00:00:00
Tajikistan,2005,707,8.61,2000s,2005-01-01 00:00:00
Tajikistan,2006,736,8.97,2000s,2006-01-01 00:00:00
Tajikistan,2007,750,8.69,2000s,2007-01-01 00:00:00
Tajikistan,2008,691,8.29,2000s,2008-01-01 00:00:00
Tajikistan,2009,715,8.42,2000s,2009-01-01 00:00:00
Tajikistan,2010,708,8.98,2010s,2010-01-01 00:00:00
Tajikistan,2011,701,8.45,2010s,2011-01-01 00:00:00
Tajikistan,2012,701,7.71,2010s,2012-01-01 00:00:00
Tajikistan,2013,716,10.1,2010s,2013-01-01 00:00:00
Thailand,1990,1622,27.96,1990s,1990-01-01 00:00:00
Thailand,1991,1630,27.85,1990s,1991-01-01 00:00:00
Thailand,1992,1686,27.55,1990s,1992-01-01 00:00:00
Thailand,1993,1637,27.58,1990s,1993-01-01 00:00:00
Thailand,1994,1653,27.76,1990s,1994-01-01 00:00:00
Thailand,1995,1629,27.68,1990s,1995-01-01 00:00:00
Thailand,1996,1663,27.37,1990s,1996-01-01 00:00:00
Thailand,1997,1636,28.01,1990s,1997-01-01 00:00:00
Thailand,1998,1635,28.44,1990s,1998-01-01 00:00:00
Thailand,1999,1686,27.34,1990s,1999-01-01 00:00:00
Thailand,2000,1662,27.52,2000s,2000-01-01 00:00:00
Thailand,2001,1669,27.81,2000s,2001-01-01 00:00:00
Thailand,2002,1648,27.98,2000s,2002-01-01 00:00:00
Thailand,2004,1696,27.8,2000s,2004-01-01 00:00:00
Thailand,2005,1637,27.92,2000s,2005-01-01 00:00:00
Thailand,2006,1664,27.92,2000s,2006-01-01 00:00:00
Thailand,2007,1697,27.79,2000s,2007-01-01 00:00:00
Thailand,2008,1663,27.48,2000s,2008-01-01 00:00:00
Thailand,2009,1633,27.79,2000s,2009-01-01 00:00:00
Thailand,2010,1666,28.54,2010s,2010-01-01 00:00:00
Thailand,2011,1634,27.56,2010s,2011-01-01 00:00:00
Thailand,2012,1678,28.48,2010s,2012-01-01 00:00:00
Thailand,2013,1671,28.98,2010s,2013-01-01 00:00:00
Tunisia,1990,207,19.34,1990s,1990-01-01 00:00:00
Tunisia,1991,223,18.41,1990s,1991-01-01 00:00:00
Tunisia,1992,246,18.54,1990s,1992-01-01 00:00:00
Tunisia,1993,216,18.9,1990s,1993-01-01 00:00:00
Tunisia,1994,232,19.93,1990s,1994-01-01 00:00:00
Tunisia,1995,231,19.22,1990s,1995-01-01 00:00:00
Tunisia,1996,230,18.88,1990s,1996-01-01 00:00:00
Tunisia,1997,245,19.54,1990s,1997-01-01 00:00:00
Tunisia,1998,241,19.19,1990s,1998-01-01 00:00:00
Tunisia,1999,263,19.97,1990s,1999-01-01 00:00:00
Tunisia,2000,266,19.76,2000s,2000-01-01 00:00:00
Tunisia,2001,210,20.04,2000s,2001-01-01 00:00:00
Tunisia,2002,241,19.74,2000s,2002-01-01 00:00:00
Tunisia,2004,218,19.37,2000s,2004-01-01 00:00:00
Tunisia,2005,240,19.12,2000s,2005-01-01 00:00:00
Tunisia,2006,255,19.82,2000s,2006-01-01 00:00:00
Tunisia,2007,237,19.71,2000s,2007-01-01 00:00:00
Tunisia,2008,277,19.76,2000s,2008-01-01 00:00:00
Tunisia,2009,233,19.64,2000s,2009-01-01 00:00:00
Tunisia,2010,271,19.76,2010s,2010-01-01 00:00:00
Tunisia,2011,272,19.53,2010s,2011-01-01 00:00:00
Tunisia,2012,239,20.12,2010s,2012-01-01 00:00:00
Tunisia,2013,210,20,2010s,2013-01-01 00:00:00
Turkey,1990,593,14.72,1990s,1990-01-01 00:00:00
Turkey,1991,629,14.15,1990s,1991-01-01 00:00:00
Turkey,1992,662,13.49,1990s,1992-01-01 00:00:00
Turkey,1993,650,14.19,1990s,1993-01-01 00:00:00
Turkey,1994,598,15.5,1990s,1994-01-01 00:00:00
Turkey,1995,637,14.78,1990s,1995-01-01 00:00:00
Turkey,1996,598,14.79,1990s,1996-01-01 00:00:00
Turkey,1997,635,14.1,1990s,1997-01-01 00:00:00
Turkey,1998,654,15.35,1990s,1998-01-01 00:00:00
Turkey,1999,618,15.69,1990s,1999-01-01 00:00:00
Turkey,2000,655,14.8,2000s,2000-01-01 00:00:00
Turkey,2001,607,15.86,2000s,2001-01-01 00:00:00
Turkey,2002,663,15.06,2000s,2002-01-01 00:00:00
Turkey,2004,602,14.99,2000s,2004-01-01 00:00:00
Turkey,2005,596,14.98,2000s,2005-01-01 00:00:00
Turkey,2006,625,14.87,2000s,2006-01-01 00:00:00
Turkey,2007,614,15.64,2000s,2007-01-01 00:00:00
Turkey,2008,623,15.47,2000s,2008-01-01 00:00:00
Turkey,2009,647,15.54,2000s,2009-01-01 00:00:00
Turkey,2010,655,16.59,2010s,2010-01-01 00:00:00
Turkey,2011,620,14.52,2010s,2011-01-01 00:00:00
Turkey,2012,646,15.52,2010s,2012-01-01 00:00:00
Turkey,2013,641,16.56,2010s,2013-01-01 00:00:00
Uganda,1990,1180,23.36,1990s,1990-01-01 00:00:00
Uganda,1991,1198,23.3,1990s,1991-01-01 00:00:00
Uganda,1992,1228,23.46,1990s,1992-01-01 00:00:00
Uganda,1993,1248,23.62,1990s,1993-01-01 00:00:00
Uganda,1994,1200,23.6,1990s,1994-01-01 00:00:00
Uganda,1995,1186,23.72,1990s,1995-01-01 00:00:00
Uganda,1996,1215,23.49,1990s,1996-01-01 00:00:00
Uganda,1997,1212,24.04,1990s,1997-01-01 00:00:00
Uganda,1998,1220,23.97,1990s,1998-01-01 00:00:00
Uganda,1999,1206,23.52,1990s,1999-01-01 00:00:00
Uganda,2000,1207,23.75,2000s,2000-01-01 00:00:00
Uganda,2001,1238,23.47,2000s,2001-01-01 00:00:00
Uganda,2002,1199,23.99,2000s,2002-01-01 00:00:00
Uganda,2004,1188,24.02,2000s,2004-01-01 00:00:00
Uganda,2005,1184,24.29,2000s,2005-01-01 00:00:00
Uganda,2006,1244,23.95,2000s,2006-01-01 00:00:00
Uganda,2007,1217,23.68,2000s,2007-01-01 00:00:00
Uganda,2008,1247,23.68,2000s,2008-01-01 00:00:00
Uganda,2009,1221,24.18,2000s,2009-01-01 00:00:00
Uganda,2010,1237,24.14,2010s,2010-01-01 00:00:00
Uganda,2011,1252,23.89,2010s,2011-01-01 00:00:00
Uganda,2012,1205,24.03,2010s,2012-01-01 00:00:00
Uganda,2013,1210,24.13,2010s,2013-01-01 00:00:00
Ukraine,1992,565,8.07,1990s,1992-01-01 00:00:00
Ukraine,1993,609,6.89,1990s,1993-01-01 00:00:00
Ukraine,1994,570,7.98,1990s,1994-01-01 00:00:00
Ukraine,1995,630,8.26,1990s,1995-01-01 00:00:00
Ukraine,1996,576,7,1990s,1996-01-01 00:00:00
Ukraine,1997,625,7.21,1990s,1997-01-01 00:00:00
Ukraine,1998,607,7.74,1990s,1998-01-01 00:00:00
Ukraine,1999,640,8.97,1990s,1999-01-01 00:00:00
Ukraine,2000,607,8.82,2000s,2000-01-01 00:00:00
Ukraine,2001,627,8.42,2000s,2001-01-01 00:00:00
Ukraine,2002,572,8.87,2000s,2002-01-01 00:00:00
Ukraine,2004,618,8.32,2000s,2004-01-01 00:00:00
Ukraine,2005,604,8.39,2000s,2005-01-01 00:00:00
Ukraine,2006,628,7.88,2000s,2006-01-01 00:00:00
Ukraine,2007,625,9.46,2000s,2007-01-01 00:00:00
Ukraine,2008,601,9.24,2000s,2008-01-01 00:00:00
Ukraine,2009,615,8.82,2000s,2009-01-01 00:00:00
Ukraine,2010,628,8.97,2010s,2010-01-01 00:00:00
Ukraine,2011,577,8.48,2010s,2011-01-01 00:00:00
Ukraine,2012,573,8.56,2010s,2012-01-01 00:00:00
Ukraine,2013,595,10.33,2010s,2013-01-01 00:00:00
United Kingdom,1990,1220,10,1990s,1990-01-01 00:00:00
United Kingdom,1991,1237,9.05,1990s,1991-01-01 00:00:00
United Kingdom,1992,1237,9.28,1990s,1992-01-01 00:00:00
United Kingdom,1993,1221,8.86,1990s,1993-01-01 00:00:00
United Kingdom,1994,1257,9.46,1990s,1994-01-01 00:00:00
United Kingdom,1995,1235,9.78,1990s,1995-01-01 00:00:00
United Kingdom,1996,1228,8.7,1990s,1996-01-01 00:00:00
United Kingdom,1997,1283,9.96,1990s,1997-01-01 00:00:00
United Kingdom,1998,1285,9.71,1990s,1998-01-01 00:00:00
United Kingdom,1999,1244,9.97,1990s,1999-01-01 00:00:00
United Kingdom,2000,1241,9.68,2000s,2000-01-01 00:00:00
United Kingdom,2001,1278,9.39,2000s,2001-01-01 00:00:00
United Kingdom,2002,1225,10,2000s,2002-01-01 00:00:00
United Kingdom,2004,1232,10.02,2000s,2004-01-01 00:00:00
United Kingdom,2005,1275,9.97,2000s,2005-01-01 00:00:00
United Kingdom,2006,1291,10.28,2000s,2006-01-01 00:00:00
United Kingdom,2007,1274,10.12,2000s,2007-01-01 00:00:00
United Kingdom,2008,1276,9.58,2000s,2008-01-01 00:00:00
United Kingdom,2009,1248,9.71,2000s,2009-01-01 00:00:00
United Kingdom,2010,1294,8.56,2010s,2010-01-01 00:00:00
United Kingdom,2011,1239,10.24,2010s,2011-01-01 00:00:00
United Kingdom,2012,1241,9.29,2010s,2012-01-01 00:00:00
United Kingdom,2013,1241,9.24,2010s,2013-01-01 00:00:00
Uruguay,1990,1300,16.91,1990s,1990-01-01 00:00:00
Uruguay,1991,1372,16.95,1990s,1991-01-01 00:00:00
Uruguay,1992,1319,16.7,1990s,1992-01-01 00:00:00
Uruguay,1993,1359,16.81,1990s,1993-01-01 00:00:00
Uruguay,1994,1322,17.17,1990s,1994-01-01 00:00:00
Uruguay,1995,1308,16.66,1990s,1995-01-01 00:00:00
Uruguay,1996,1307,17.03,1990s,1996-01-01 00:00:00
Uruguay,1997,1317,17.46,1990s,1997-01-01 00:00:00
Uruguay,1998,1366,16.77,1990s,1998-01-01 00:00:00
Uruguay,1999,1328,16.62,1990s,1999-01-01 00:00:00
Uruguay,2000,1313,16.95,2000s,2000-01-01 00:00:00
